id_EXIST,lang,split,annotator_index,annotator_gender,annotator_age,task1_label,task2_label,task3_labels
100060,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
100060,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['SEXUAL-VIOLENCE']
100060,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100060,es,TRAIN_ES,3,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100060,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100060,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
100061,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100061,es,TRAIN_ES,1,F,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
100061,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100061,es,TRAIN_ES,3,M,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100061,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100061,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100062,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100062,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100062,es,TRAIN_ES,2,F,46+,NO,-,['-']
100062,es,TRAIN_ES,3,M,46+,NO,-,['-']
100062,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100062,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100063,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100063,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100063,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100063,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100063,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100063,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100064,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100064,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100064,es,TRAIN_ES,2,F,46+,NO,-,['-']
100064,es,TRAIN_ES,3,M,46+,NO,-,['-']
100064,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100064,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100065,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100065,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100065,es,TRAIN_ES,2,F,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100065,es,TRAIN_ES,3,M,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
100065,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100065,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100066,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100066,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100066,es,TRAIN_ES,2,F,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
100066,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100066,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100066,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['SEXUAL-VIOLENCE']
100067,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100067,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100067,es,TRAIN_ES,2,F,46+,NO,-,['-']
100067,es,TRAIN_ES,3,M,46+,NO,-,['-']
100067,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100067,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100068,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100068,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100068,es,TRAIN_ES,2,F,46+,NO,-,['-']
100068,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100068,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100068,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100069,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100069,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100069,es,TRAIN_ES,2,F,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
100069,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['OBJECTIFICATION']
100069,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
100069,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100070,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100070,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100070,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100070,es,TRAIN_ES,3,M,46+,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
100070,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100070,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['OBJECTIFICATION']
100071,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE']"
100071,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['SEXUAL-VIOLENCE']
100071,es,TRAIN_ES,2,F,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
100071,es,TRAIN_ES,3,M,46+,YES,REPORTED,['UNKNOWN']
100071,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['SEXUAL-VIOLENCE']
100071,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['SEXUAL-VIOLENCE']
100072,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['OBJECTIFICATION']
100072,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['SEXUAL-VIOLENCE']
100072,es,TRAIN_ES,2,F,46+,NO,-,['-']
100072,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
100072,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100072,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
100073,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100073,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100073,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100073,es,TRAIN_ES,3,M,46+,NO,-,['-']
100073,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100073,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100074,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100074,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
100074,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100074,es,TRAIN_ES,3,M,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
100074,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100074,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100075,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100075,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100075,es,TRAIN_ES,2,F,46+,NO,-,['-']
100075,es,TRAIN_ES,3,M,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
100075,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100075,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100076,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE']"
100076,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['OBJECTIFICATION']
100076,es,TRAIN_ES,2,F,46+,YES,REPORTED,['OBJECTIFICATION']
100076,es,TRAIN_ES,3,M,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
100076,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['OBJECTIFICATION']
100076,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
100077,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100077,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100077,es,TRAIN_ES,2,F,46+,NO,-,['-']
100077,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100077,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['STEREOTYPING-DOMINANCE']
100077,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100078,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100078,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100078,es,TRAIN_ES,2,F,46+,NO,-,['-']
100078,es,TRAIN_ES,3,M,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100078,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100078,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE']"
100079,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100079,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100079,es,TRAIN_ES,2,F,46+,NO,-,['-']
100079,es,TRAIN_ES,3,M,46+,NO,-,['-']
100079,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100079,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100080,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100080,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['OBJECTIFICATION']
100080,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100080,es,TRAIN_ES,3,M,46+,NO,-,['-']
100080,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100080,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100081,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100081,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100081,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100081,es,TRAIN_ES,3,M,46+,NO,-,['-']
100081,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100081,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100082,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100082,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100082,es,TRAIN_ES,2,F,46+,NO,-,['-']
100082,es,TRAIN_ES,3,M,46+,NO,-,['-']
100082,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100082,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100083,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100083,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100083,es,TRAIN_ES,2,F,46+,NO,-,['-']
100083,es,TRAIN_ES,3,M,46+,NO,-,['-']
100083,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100083,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100084,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100084,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100084,es,TRAIN_ES,2,F,46+,NO,-,['-']
100084,es,TRAIN_ES,3,M,46+,NO,-,['-']
100084,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100084,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100085,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100085,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100085,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100085,es,TRAIN_ES,3,M,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
100085,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100085,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100086,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100086,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100086,es,TRAIN_ES,2,F,46+,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100086,es,TRAIN_ES,3,M,46+,NO,-,['-']
100086,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100086,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100087,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100087,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100087,es,TRAIN_ES,2,F,46+,NO,-,['-']
100087,es,TRAIN_ES,3,M,46+,YES,DIRECT,['OBJECTIFICATION']
100087,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100087,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100088,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100088,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['SEXUAL-VIOLENCE']
100088,es,TRAIN_ES,2,F,46+,NO,-,['-']
100088,es,TRAIN_ES,3,M,46+,NO,-,['-']
100088,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100088,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100089,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100089,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100089,es,TRAIN_ES,2,F,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100089,es,TRAIN_ES,3,M,46+,YES,DIRECT,['OBJECTIFICATION']
100089,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100089,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100090,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100090,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100090,es,TRAIN_ES,2,F,46+,NO,-,['-']
100090,es,TRAIN_ES,3,M,46+,NO,-,['-']
100090,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100090,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100091,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100091,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100091,es,TRAIN_ES,2,F,46+,NO,-,['-']
100091,es,TRAIN_ES,3,M,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100091,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100091,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100092,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100092,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100092,es,TRAIN_ES,2,F,46+,NO,-,['-']
100092,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100092,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100092,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100093,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100093,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100093,es,TRAIN_ES,2,F,46+,YES,DIRECT,['OBJECTIFICATION']
100093,es,TRAIN_ES,3,M,46+,NO,-,['-']
100093,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100093,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100094,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100094,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100094,es,TRAIN_ES,2,F,46+,NO,-,['-']
100094,es,TRAIN_ES,3,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100094,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100094,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100095,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100095,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100095,es,TRAIN_ES,2,F,46+,NO,-,['-']
100095,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100095,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100095,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['SEXUAL-VIOLENCE']
100096,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100096,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100096,es,TRAIN_ES,2,F,46+,NO,-,['-']
100096,es,TRAIN_ES,3,M,46+,NO,-,['-']
100096,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100096,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100097,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100097,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100097,es,TRAIN_ES,2,F,46+,NO,-,['-']
100097,es,TRAIN_ES,3,M,46+,NO,-,['-']
100097,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100097,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100098,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100098,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100098,es,TRAIN_ES,2,F,46+,NO,-,['-']
100098,es,TRAIN_ES,3,M,46+,NO,-,['-']
100098,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100098,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100099,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100099,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100099,es,TRAIN_ES,2,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100099,es,TRAIN_ES,3,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100099,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100099,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100100,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100100,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100100,es,TRAIN_ES,2,F,46+,NO,-,['-']
100100,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['UNKNOWN']
100100,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100100,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100101,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100101,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100101,es,TRAIN_ES,2,F,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION']"
100101,es,TRAIN_ES,3,M,46+,NO,-,['-']
100101,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100101,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100102,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['STEREOTYPING-DOMINANCE']
100102,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100102,es,TRAIN_ES,2,F,46+,NO,-,['-']
100102,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100102,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100102,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100103,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100103,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100103,es,TRAIN_ES,2,F,46+,NO,-,['-']
100103,es,TRAIN_ES,3,M,46+,NO,-,['-']
100103,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100103,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100104,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100104,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100104,es,TRAIN_ES,2,F,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100104,es,TRAIN_ES,3,M,46+,NO,-,['-']
100104,es,TRAIN_ES,4,M,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100104,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100105,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100105,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100105,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100105,es,TRAIN_ES,3,M,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100105,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['SEXUAL-VIOLENCE']
100105,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100106,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100106,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100106,es,TRAIN_ES,2,F,46+,NO,-,['-']
100106,es,TRAIN_ES,3,M,46+,NO,-,['-']
100106,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100106,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100107,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
100107,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['UNKNOWN']
100107,es,TRAIN_ES,2,F,46+,NO,-,['-']
100107,es,TRAIN_ES,3,M,46+,YES,REPORTED,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100107,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100107,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100108,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100108,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['OBJECTIFICATION']
100108,es,TRAIN_ES,2,F,46+,NO,-,['-']
100108,es,TRAIN_ES,3,M,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
100108,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100108,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100109,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100109,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100109,es,TRAIN_ES,2,F,46+,NO,-,['-']
100109,es,TRAIN_ES,3,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100109,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100109,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100110,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100110,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100110,es,TRAIN_ES,2,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100110,es,TRAIN_ES,3,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100110,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100110,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
100111,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100111,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100111,es,TRAIN_ES,2,F,46+,NO,-,['-']
100111,es,TRAIN_ES,3,M,46+,NO,-,['-']
100111,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100111,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
100112,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100112,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100112,es,TRAIN_ES,2,F,46+,NO,-,['-']
100112,es,TRAIN_ES,3,M,46+,NO,-,['-']
100112,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100112,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
100113,es,TRAIN_ES,0,F,18-22,NO,-,['-']
